sentence_id	sentence	locale	reason
33d065664c156758a5836b7c57ef0b45684dc79b14326a1bc450dd480614d168	Maghi ghose ghedew'oa dikaghidagha.	en	grammar-or-spelling
33d065664c156758a5836b7c57ef0b45684dc79b14326a1bc450dd480614d168	Maghi ghose ghedew'oa dikaghidagha.	en	sc-different-language
364e0d5d12c1abbb826036e4f5c9672f103125b365dfe70c624491526e6cce67	yyss asd	en	grammar-or-spelling
364e0d5d12c1abbb826036e4f5c9672f103125b365dfe70c624491526e6cce67	yyss asd	en	sc-different-language
39110b90ba47a2e4dcb92d23d81b6b7adfdd8811e77e4ff40c02054708095c49	Mae woenda kurika mka mwana wa w'aw'ae.	en	grammar-or-spelling
39110b90ba47a2e4dcb92d23d81b6b7adfdd8811e77e4ff40c02054708095c49	Mae woenda kurika mka mwana wa w'aw'ae.	en	sc-different-language
3912280e942cdd9b44f5b1def27f0cab32da57d7ea016eaee5adf6ce1fa09fc1	Wadizera w'aw'echa ukaghusha meso.	en	grammar-or-spelling
3912280e942cdd9b44f5b1def27f0cab32da57d7ea016eaee5adf6ce1fa09fc1	Wadizera w'aw'echa ukaghusha meso.	en	sc-different-language
39e3fb23585fec41dc6e0fee1de93882b35374796b085f08209691622b627307	Aw'a wana w'isebonyere nicha w'azamilwa.	en	grammar-or-spelling
39e3fb23585fec41dc6e0fee1de93882b35374796b085f08209691622b627307	Aw'a wana w'isebonyere nicha w'azamilwa.	en	sc-different-language
3a9b92e6ba3c326aa14ea018c1588a71fbd85cfece1c8c569f13676dcddd7d2d	Nakukotia ikote huw'o w'achaa kenyu .	en	grammar-or-spelling
3a9b92e6ba3c326aa14ea018c1588a71fbd85cfece1c8c569f13676dcddd7d2d	Nakukotia ikote huw'o w'achaa kenyu .	en	sc-different-language
3a9fcb733c1f596c16d783fcdf63d794c5380a6bb8eb2147c7b5baf22fec9827	Kira nicho cha chua.	en	grammar-or-spelling
3a9fcb733c1f596c16d783fcdf63d794c5380a6bb8eb2147c7b5baf22fec9827	Kira nicho cha chua.	en	sc-different-language
3bd480440dc2c0f49069e1d38015816cd4390720732aca1affea9fcbd7e02d0e	Sidimaa kwenda niw'uye.	en	grammar-or-spelling
3bd480440dc2c0f49069e1d38015816cd4390720732aca1affea9fcbd7e02d0e	Sidimaa kwenda niw'uye.	en	sc-different-language
3c0219ce72b72434adb24acbfc1738eef925910d6bb3bf54c41f738caee46cd2	W'uli ghwawo w'eghua icho.	en	grammar-or-spelling
3d0ab84e6da8ff7e6e4eaa35b38dd35fbc6ce1007d186bf7000ecdd85244da6e	Ndoukundaa kujiw'ika andanyo sakwamba ndoune.	en	grammar-or-spelling
3d0ab84e6da8ff7e6e4eaa35b38dd35fbc6ce1007d186bf7000ecdd85244da6e	Ndoukundaa kujiw'ika andanyo sakwamba ndoune.	en	sc-different-language
3d2c9c1fb5f1f9b9825a96dbabeb9392ca936c1e65f692772dd8958e2218c5ff	Wadapoisa chofi yaw'o w'eni.	en	grammar-or-spelling
3d2c9c1fb5f1f9b9825a96dbabeb9392ca936c1e65f692772dd8958e2218c5ff	Wadapoisa chofi yaw'o w'eni.	en	sc-different-language
3df80f90efa1883ca2df6b7bee8aed8d9412831d4ab974411639993817781040	Nikaw'ona mbew'a nadakimbia.	en	grammar-or-spelling
3df80f90efa1883ca2df6b7bee8aed8d9412831d4ab974411639993817781040	Nikaw'ona mbew'a nadakimbia.	en	sc-different-language
4053b4f8547eab071c954cb559a85014d0d71094d0d99d1c7b40fe4774b20cf5	Monkey only has three legs and hops around frequently. 	en	grammar-or-spelling
4053b4f8547eab071c954cb559a85014d0d71094d0d99d1c7b40fe4774b20cf5	Monkey only has three legs and hops around frequently. 	en	sc-different-language
405ae7cdbd233c3cb2ec8f1d450fff71d0c4db93d24546122dae0bbaf333a023	W'ana w'edeida w'ikilasa magho mabambenyi.	en	grammar-or-spelling
405ae7cdbd233c3cb2ec8f1d450fff71d0c4db93d24546122dae0bbaf333a023	W'ana w'edeida w'ikilasa magho mabambenyi.	en	sc-different-language
408b0b3087ce201eed1830f0925e96513a4993438f0533ca67ff565f3526915a	Sighana na malagho gha w'andu.	en	grammar-or-spelling
408b0b3087ce201eed1830f0925e96513a4993438f0533ca67ff565f3526915a	Sighana na malagho gha w'andu.	en	sc-different-language
40904c5c7e9df6a1b47b31b1963e4f259e1711a0da02c061fefcec93f0c873da	Work hard, play hard.	en	grammar-or-spelling
40904c5c7e9df6a1b47b31b1963e4f259e1711a0da02c061fefcec93f0c873da	Work hard, play hard.	en	sc-different-language
41da508918980f13dada99dbd23cfb2068e0d882659d1a4e9399ea4ff4f2d8c3	Wadadeka na maka toe.	en	grammar-or-spelling
41da508918980f13dada99dbd23cfb2068e0d882659d1a4e9399ea4ff4f2d8c3	Wadadeka na maka toe.	en	sc-different-language
43e0c0a2dbfe9ffc0f7a0b4c2ae8d4e00bd7a7dbfd262a0204c3b97b65a646f2	Ighuo wocha ukalalia w'uli ghw'apo.	en	grammar-or-spelling
43e0c0a2dbfe9ffc0f7a0b4c2ae8d4e00bd7a7dbfd262a0204c3b97b65a646f2	Ighuo wocha ukalalia w'uli ghw'apo.	en	sc-different-language
44047d864cff8aaf024bb661fe8e91ca987571ceb439b34bf7335a4d6ab39edc	W'adazunguka w'ikiuza maka ghaw'o.	en	grammar-or-spelling
44047d864cff8aaf024bb661fe8e91ca987571ceb439b34bf7335a4d6ab39edc	W'adazunguka w'ikiuza maka ghaw'o.	en	sc-different-language
44e232ca0b639d77a0e04f5ee14dd78f266748eb046fea80dca33335dc7e8bbd	Ikanisa jhaw'o w'eagha na mabamba.	en	grammar-or-spelling
44e232ca0b639d77a0e04f5ee14dd78f266748eb046fea80dca33335dc7e8bbd	Ikanisa jhaw'o w'eagha na mabamba.	en	sc-different-language
457dde8fbd9b6ef4ef65b751aa3c83846ba4ab410a9974433d1917a26453a83e	Kukatima kukaba picha ndeidimikaa.	en	grammar-or-spelling
457dde8fbd9b6ef4ef65b751aa3c83846ba4ab410a9974433d1917a26453a83e	Kukatima kukaba picha ndeidimikaa.	en	sc-different-language
45c9b1f646894c05b9769a1180303a7b1009d67d2e0f8f66ae0617b57241b4d9	Wodew'adwa ni makongo gha mbeo.	en	grammar-or-spelling
45c9b1f646894c05b9769a1180303a7b1009d67d2e0f8f66ae0617b57241b4d9	Wodew'adwa ni makongo gha mbeo.	en	sc-different-language
46358b0ca74955dbb1abaed880ef2865cb2cc4d9c81364835fff2ae80e41d4af	W'echanya ifonyi.	en	grammar-or-spelling
46358b0ca74955dbb1abaed880ef2865cb2cc4d9c81364835fff2ae80e41d4af	W'echanya ifonyi.	en	sc-different-language
4645bc4102de7d14cf137b9a1c2c44bdaab54cf41c8c378387b6be0889fd2ef2	W'ajaluo w'ew'oka kupoia w'andu agha matuku.	en	grammar-or-spelling
4645bc4102de7d14cf137b9a1c2c44bdaab54cf41c8c378387b6be0889fd2ef2	W'ajaluo w'ew'oka kupoia w'andu agha matuku.	en	sc-different-language
46857fbdd2e1f3d530ff8b09583d244ff9ed52a3f65dd389ca06a9e3580ef9f6	W'eko w'andu.	en	grammar-or-spelling
46857fbdd2e1f3d530ff8b09583d244ff9ed52a3f65dd389ca06a9e3580ef9f6	W'eko w'andu.	en	sc-different-language
46aacf576035f1e9211549a409ae4d3f4355ad5aef9e75d5ae6d1904e9ba0a0e	W'azerwa w'iche kesho na w'ivike shwaa.	en	grammar-or-spelling
46aacf576035f1e9211549a409ae4d3f4355ad5aef9e75d5ae6d1904e9ba0a0e	W'azerwa w'iche kesho na w'ivike shwaa.	en	sc-different-language
473e7ac1dfbc07a624687095e6b84ce8f0782ceb6fab5e07845388f990ed2de9	Uhu mwana waw'ekoa nakio.	en	grammar-or-spelling
473e7ac1dfbc07a624687095e6b84ce8f0782ceb6fab5e07845388f990ed2de9	Uhu mwana waw'ekoa nakio.	en	sc-different-language
475e8bed0b3aea22f6843779be7a5ea65f0046de90ecf5ac0bd15c0106c7a53d	Wadavika kuchelewa.	en	grammar-or-spelling
475e8bed0b3aea22f6843779be7a5ea65f0046de90ecf5ac0bd15c0106c7a53d	Wadavika kuchelewa.	en	sc-different-language
477295c3d0fec25a01dc8e71d6a6b994b86d607fbfdd038937c95d14354a1fd6	Kalima kurighe mando.	en	grammar-or-spelling
477295c3d0fec25a01dc8e71d6a6b994b86d607fbfdd038937c95d14354a1fd6	Kalima kurighe mando.	en	sc-different-language
477a083325342be529eef59d8e159740cc34a5420f2dcce4f9b5bbf337e6db97	Wadakunda kuleta chumbi sa rose.	en	grammar-or-spelling
477a083325342be529eef59d8e159740cc34a5420f2dcce4f9b5bbf337e6db97	Wadakunda kuleta chumbi sa rose.	en	sc-different-language
479e8ac396024a5a3bad4f22b58affee8be5abfcc7bd31a46516bfede2015dfe	Malagho ghaw'o ghadanishinua kweli.	en	grammar-or-spelling
479e8ac396024a5a3bad4f22b58affee8be5abfcc7bd31a46516bfede2015dfe	Malagho ghaw'o ghadanishinua kweli.	en	sc-different-language
47b6b2b4467c7fe796d878f13dddb6503954d5393aaae4555c244b7761f54d6e	Oduaa w'uka kio kushoma.	en	grammar-or-spelling
47b6b2b4467c7fe796d878f13dddb6503954d5393aaae4555c244b7761f54d6e	Oduaa w'uka kio kushoma.	en	sc-different-language
47f96956e3a6979dcf78cdffddb4305156af13ee31c87fa88367676b1ca3d36d	Mandaeism is an Abrahamic religion.	en	grammar-or-spelling
47f96956e3a6979dcf78cdffddb4305156af13ee31c87fa88367676b1ca3d36d	Mandaeism is an Abrahamic religion.	en	sc-different-language
47fa73b484a1b40eb16abce65fe3015cab41fccd1ed965dec72456de9873859b	Mereka berlari terlalu cepat	en	grammar-or-spelling
47fa73b484a1b40eb16abce65fe3015cab41fccd1ed965dec72456de9873859b	Mereka berlari terlalu cepat	en	sc-different-language
48281672e0706f358d9fca8081036f2d537dce1d912af29e752faeb14fed553d	Wadakunda magome gha w'andu.	en	grammar-or-spelling
48281672e0706f358d9fca8081036f2d537dce1d912af29e752faeb14fed553d	Wadakunda magome gha w'andu.	en	sc-different-language
4867d93fac15a6ddb86012334e7522ca027d46b7d467b5ffbe708648b2b30510	Mumiwa wake wadauza w'uki.	en	grammar-or-spelling
4867d93fac15a6ddb86012334e7522ca027d46b7d467b5ffbe708648b2b30510	Mumiwa wake wadauza w'uki.	en	sc-different-language
488392b427107c70a34b786b2d7f98d0fb720428e7df4c4c68551d7c8a652b0e	Waw'elima nyumba naighu.	en	grammar-or-spelling
488392b427107c70a34b786b2d7f98d0fb720428e7df4c4c68551d7c8a652b0e	Waw'elima nyumba naighu.	en	sc-different-language
489b57ac708f7acb2b97befe2a89566bc067b7ef3ccc0839ed9e6e0e16cbbc79	Wadajishinga mavuda pacha	en	grammar-or-spelling
489b57ac708f7acb2b97befe2a89566bc067b7ef3ccc0839ed9e6e0e16cbbc79	Wadajishinga mavuda pacha	en	sc-different-language
48fbaaede81f3ef7f1fd220b71df0f8f592ef49723ce82adc7b311e874635122	Wokunda w'andu w'iche na kuw'uya.	en	grammar-or-spelling
48fbaaede81f3ef7f1fd220b71df0f8f592ef49723ce82adc7b311e874635122	Wokunda w'andu w'iche na kuw'uya.	en	sc-different-language
4906e45ecda672af4626169f297ec778e7448feb5554608a9842f080ff159c44	Enda kughushe kwaw'edungumia.	en	grammar-or-spelling
4906e45ecda672af4626169f297ec778e7448feb5554608a9842f080ff159c44	Enda kughushe kwaw'edungumia.	en	sc-different-language
4939fbe8bd5ed10656f9a37c90f974a7216a08385859fc5a33175c5476fb66a3	Mroghuo na w'ana wake.	en	grammar-or-spelling
4939fbe8bd5ed10656f9a37c90f974a7216a08385859fc5a33175c5476fb66a3	Mroghuo na w'ana wake.	en	sc-different-language
49824d3772e41a33a8290695499cd32a1fcf2201e9732b9956cb45d5544464f3	Kuseke nyamagha huw'o.	en	grammar-or-spelling
49824d3772e41a33a8290695499cd32a1fcf2201e9732b9956cb45d5544464f3	Kuseke nyamagha huw'o.	en	sc-different-language
4991249c1b6537e7bb01c88f956fa459e823224ef9ed769530b5bdda2ec58926	Wadaw'ika boi na koshi.	en	grammar-or-spelling
4991249c1b6537e7bb01c88f956fa459e823224ef9ed769530b5bdda2ec58926	Wadaw'ika boi na koshi.	en	sc-different-language
49b14b02bd15dca841ff344c79933579cdecf387847d348e4a51eafb39670c3d	W'uli ghw'ake wow'ika vyuma.	en	grammar-or-spelling
49b14b02bd15dca841ff344c79933579cdecf387847d348e4a51eafb39670c3d	W'uli ghw'ake wow'ika vyuma.	en	sc-different-language
49bc38696e3171e871d34baddd231e8a2345fca2e4b9129857ee742548c63044	Kuseleke w'ana w'isarighe na vua.	en	grammar-or-spelling
49bc38696e3171e871d34baddd231e8a2345fca2e4b9129857ee742548c63044	Kuseleke w'ana w'isarighe na vua.	en	sc-different-language
49cb1198dba9d0ed8b28689c4d2e37dec2daaa1e3ffc43ba030810755b56f02d	Wodesonga ighuo ela ndokuendie.	en	grammar-or-spelling
49cb1198dba9d0ed8b28689c4d2e37dec2daaa1e3ffc43ba030810755b56f02d	Wodesonga ighuo ela ndokuendie.	en	sc-different-language
49db799790d12eb0d3ca4b60d4a09cddfdc1dc90360a9f8853f40353e0ed7f88	Mwana wofanane na ndee.	en	grammar-or-spelling
49db799790d12eb0d3ca4b60d4a09cddfdc1dc90360a9f8853f40353e0ed7f88	Mwana wofanane na ndee.	en	sc-different-language
4b20d1f45e2c8a3f6c9473de605011c2318cde45c02a194a822bfe4cfb7f6c2d	Uhu mwana wadapoilwa kujifinika na ndighi.	en	grammar-or-spelling
4b20d1f45e2c8a3f6c9473de605011c2318cde45c02a194a822bfe4cfb7f6c2d	Uhu mwana wadapoilwa kujifinika na ndighi.	en	sc-different-language
4b4b528a119b7f58ceff6e5cef3fa253d57a081e6df9bd09057239741b17c5b9	W'andu w'ikaghosha w'idaw'ifikiria.	en	grammar-or-spelling
4b4b528a119b7f58ceff6e5cef3fa253d57a081e6df9bd09057239741b17c5b9	W'andu w'ikaghosha w'idaw'ifikiria.	en	sc-different-language
4c458f7e4f67b773df1037885a491d721ace66c695513217297e034ce4a7a4f0	Wodecha na magome gha w'andu nyumbenyi.	en	grammar-or-spelling
4c458f7e4f67b773df1037885a491d721ace66c695513217297e034ce4a7a4f0	Wodecha na magome gha w'andu nyumbenyi.	en	sc-different-language
4ca1ca1a8471d736759dca56129ad4a35f622916ddf70e452dbd090c2e611647	Kufuma w'aenda miaka ikumi ndew'iw'urue.	en	grammar-or-spelling
4ca1ca1a8471d736759dca56129ad4a35f622916ddf70e452dbd090c2e611647	Kufuma w'aenda miaka ikumi ndew'iw'urue.	en	sc-different-language
4ce91499c69970e112556cbb97fe9878a2ff41710d93a299da717fe7518ed402	Mka wavae waenjwa w'ughangenyi.	en	grammar-or-spelling
4ce91499c69970e112556cbb97fe9878a2ff41710d93a299da717fe7518ed402	Mka wavae waenjwa w'ughangenyi.	en	sc-different-language
4cf8c309bdea5458905fef1ca9d2d41655ad51cf1c955638632a895897f3970b	Meghegho ghake ghenonwa ni machi.	en	grammar-or-spelling
4cf8c309bdea5458905fef1ca9d2d41655ad51cf1c955638632a895897f3970b	Meghegho ghake ghenonwa ni machi.	en	sc-different-language
4d038f31e1ad08a9c8bf5e4d0824169e95b117d2e1b908d1e68febeeba6d5493	Naw'eskira dilo idime kuchumba.	en	grammar-or-spelling
4d038f31e1ad08a9c8bf5e4d0824169e95b117d2e1b908d1e68febeeba6d5493	Naw'eskira dilo idime kuchumba.	en	sc-different-language
4d267a4344e33b3f9327c750afb63da2e87346a9f596fd33c83c8abba18510e2	Kwaw'elola kii w'ele? 	en	grammar-or-spelling
4d267a4344e33b3f9327c750afb63da2e87346a9f596fd33c83c8abba18510e2	Kwaw'elola kii w'ele? 	en	sc-different-language
4e3f98d7b7e2d8b5d490afad4676a3bb3590ef6214979fc7a90dc6453028295b	W'adaloghana w'eni kwa w'eni.	en	grammar-or-spelling
4e3f98d7b7e2d8b5d490afad4676a3bb3590ef6214979fc7a90dc6453028295b	W'adaloghana w'eni kwa w'eni.	en	sc-different-language
4e9fea807cdb278476d53fd4ff93c87bcbcd60c4f488266d26e44d5703f1b9ef	W'aghenyi w'ose w'echa ighuo.	en	grammar-or-spelling
4e9fea807cdb278476d53fd4ff93c87bcbcd60c4f488266d26e44d5703f1b9ef	W'aghenyi w'ose w'echa ighuo.	en	sc-different-language
4ea7ceb50961c71fd198f9c246b5c2f4313bf479246ef00718c8d5e37234e04b	Choronyi chaw'o cha nyumbenyi chanona nyumba.	en	grammar-or-spelling
4ea7ceb50961c71fd198f9c246b5c2f4313bf479246ef00718c8d5e37234e04b	Choronyi chaw'o cha nyumbenyi chanona nyumba.	en	sc-different-language
4ed0e9998a851bf6c07c26cc49f5c7f8b177aff9e8b0ad831355c36997589829	Siw'eenda simamia harusi ingi.	en	grammar-or-spelling
4ed0e9998a851bf6c07c26cc49f5c7f8b177aff9e8b0ad831355c36997589829	Siw'eenda simamia harusi ingi.	en	sc-different-language
4f21cfdd70eaa861bc0862ee7a9eabe97f82366d9992472bbb1a970ce0b4a8bb	Ndew'ine malagho pacha.	en	grammar-or-spelling
4f21cfdd70eaa861bc0862ee7a9eabe97f82366d9992472bbb1a970ce0b4a8bb	Ndew'ine malagho pacha.	en	sc-different-language
4f78ffe1078c43558ba4b4d99c219d2615e8e80f032233f359f1263739b7fbcd	Wadaka wa w'oruw'o useelekia	en	grammar-or-spelling
4f78ffe1078c43558ba4b4d99c219d2615e8e80f032233f359f1263739b7fbcd	Wadaka wa w'oruw'o useelekia	en	sc-different-language
504b1aec0301ffb2ea58907742090ae6d4aa9a35fdd185006efbbd7b1af16133	W'andu w'elisa ngelo ra kidaw'ida.	en	grammar-or-spelling
504b1aec0301ffb2ea58907742090ae6d4aa9a35fdd185006efbbd7b1af16133	W'andu w'elisa ngelo ra kidaw'ida.	en	sc-different-language
505caf16c99478f4df0875729176d6859a7e2d0e868d61bd824cf195f4a8b3ce	W'epata w'andu w'eagha nyumba nicha.	en	grammar-or-spelling
505caf16c99478f4df0875729176d6859a7e2d0e868d61bd824cf195f4a8b3ce	W'epata w'andu w'eagha nyumba nicha.	en	sc-different-language
506fee4f4f99d25079b2a0691e217ab6e5b6ded77fdd1630e36a80945816f8b5	Kundana nao ndekune ilagho.	en	grammar-or-spelling
506fee4f4f99d25079b2a0691e217ab6e5b6ded77fdd1630e36a80945816f8b5	Kundana nao ndekune ilagho.	en	sc-different-language
50a3cb68f3d8c39fcd8c1d72261a98304d9a75ec11e6a959b92d87ff3915ace9	Zighana kusekecha fwaa kabla Matuku ghisevikie.	en	grammar-or-spelling
50a3cb68f3d8c39fcd8c1d72261a98304d9a75ec11e6a959b92d87ff3915ace9	Zighana kusekecha fwaa kabla Matuku ghisevikie.	en	sc-different-language
5154088cc7714bff571dda0de8e76f852d846eee601a7145fad882f06d7e50b4	Nekunda kunighotie sejhi waghora.	en	grammar-or-spelling
5154088cc7714bff571dda0de8e76f852d846eee601a7145fad882f06d7e50b4	Nekunda kunighotie sejhi waghora.	en	sc-different-language
517df71c610c888c7dab0cca5d1f9dcd98810af06ba55df6f7da1fc1393ffdcb	Itanaa malagho gheka pacha.	en	grammar-or-spelling
517df71c610c888c7dab0cca5d1f9dcd98810af06ba55df6f7da1fc1393ffdcb	Itanaa malagho gheka pacha.	en	sc-different-language
51ad847c97a8b4a7b298b5209b9686b4e68d480b046455bc44e3b9b4dddadee9	Tanu nibonya w'ada.	en	grammar-or-spelling
51ad847c97a8b4a7b298b5209b9686b4e68d480b046455bc44e3b9b4dddadee9	Tanu nibonya w'ada.	en	sc-different-language
522b15c567a9e6b49842810f23d8fe4f30548434338d5c892685b85fcd9f8ff5	Nakwana na mapemba ghikidukwa ni machi.	en	grammar-or-spelling
522b15c567a9e6b49842810f23d8fe4f30548434338d5c892685b85fcd9f8ff5	Nakwana na mapemba ghikidukwa ni machi.	en	sc-different-language
523d4de8f4ab21003f5c833b81cdb7e9c11a5e3765cb9fa354062e57c3d6ccb4	Namuichi nicha nechi.	en	grammar-or-spelling
523d4de8f4ab21003f5c833b81cdb7e9c11a5e3765cb9fa354062e57c3d6ccb4	Namuichi nicha nechi.	en	sc-different-language
52a46089e789484fcac39fdff22a48dca30c673764b668c17ad7cbe09c3b7374	Wadarwa msumbuchi.	en	grammar-or-spelling
52a46089e789484fcac39fdff22a48dca30c673764b668c17ad7cbe09c3b7374	Wadarwa msumbuchi.	en	sc-different-language
52f69ed7c62a7c608f450eace0c40d0daecbf8976b3b680804e89f628a4e03d4	Nadaiw'ilwa maka toe.	en	grammar-or-spelling
52f69ed7c62a7c608f450eace0c40d0daecbf8976b3b680804e89f628a4e03d4	Nadaiw'ilwa maka toe.	en	sc-different-language
5339e5500d6ad81267e3c3235c69520ca48c4f116c7d8c7faf9581945d690df2	Wodeenda rura mbogha mbuwenyi.	en	grammar-or-spelling
5339e5500d6ad81267e3c3235c69520ca48c4f116c7d8c7faf9581945d690df2	Wodeenda rura mbogha mbuwenyi.	en	sc-different-language
538d10174651785a5b78da13b2c7b33cf639bd8f2c95caff95bcd5ec90d011ce	I love my life!	en	grammar-or-spelling
538d10174651785a5b78da13b2c7b33cf639bd8f2c95caff95bcd5ec90d011ce	I love my life!	en	sc-different-language
53a264984caa2225df967343e76f7e616bf40ca3542607996a928448f4b21825	Nakulwa ni vua chienyi.	en	grammar-or-spelling
53a264984caa2225df967343e76f7e616bf40ca3542607996a928448f4b21825	Nakulwa ni vua chienyi.	en	sc-different-language
54de8e49ae442d247009f807d52261a5bc04d5eba19593fea64db8757bb373ad	Kila mundu wamzighana omoni.	en	grammar-or-spelling
54de8e49ae442d247009f807d52261a5bc04d5eba19593fea64db8757bb373ad	Kila mundu wamzighana omoni.	en	sc-different-language
5519417c23aa3b583ebe206227e5bbaaa40d529c31ed560b615549ca637dc604	Wait, is this real? No way, and, that's a big yes for me.	en	grammar-or-spelling
5519417c23aa3b583ebe206227e5bbaaa40d529c31ed560b615549ca637dc604	Wait, is this real? No way, and, that's a big yes for me.	en	sc-different-language
553875fadd2dab0ffd26e0ec5f3069ddd5ef069eac23688b34de7c0647a84edf	W'aw'eenda kiramuka kushoa w'ana wake. 	en	grammar-or-spelling
553875fadd2dab0ffd26e0ec5f3069ddd5ef069eac23688b34de7c0647a84edf	W'aw'eenda kiramuka kushoa w'ana wake. 	en	sc-different-language
554af69108a3f06bc34d0cc74ef72bd85c2f262ccea65c2fa9f41aa72b3461df	W'akulwa na masoka na ndagha na chufu.	en	grammar-or-spelling
554af69108a3f06bc34d0cc74ef72bd85c2f262ccea65c2fa9f41aa72b3461df	W'akulwa na masoka na ndagha na chufu.	en	sc-different-language
55530c20be8b5dfa880318eba06df616e091b5fbf1544bd463887146ee9ac221	Icho kifumbi ndechimange.	en	grammar-or-spelling
55530c20be8b5dfa880318eba06df616e091b5fbf1544bd463887146ee9ac221	Icho kifumbi ndechimange.	en	sc-different-language
556de902e7fd68c077cbfde8524f820270b9be97b90529b8bd3dd3a1dc567018	Churia machi gha mswara w'andu ni w'engi.	en	grammar-or-spelling
556de902e7fd68c077cbfde8524f820270b9be97b90529b8bd3dd3a1dc567018	Churia machi gha mswara w'andu ni w'engi.	en	sc-different-language
55b873f16169a24b6addb97ce4c60ab66be9e495597c00d5b3b4a26076958be1	Namlasa chui imbiri ya w'andu.	en	sc-different-language
561709ae85039c46cac7b5ad05b97bfbce8c5a8c5885fda82e40f8e38ca5a00d	Wacha nijhoke aihu nimzighane.	en	sc-different-language
561ee8ecf5ba67670b14b54b99268ce80331acda42d4e8a0a3eb05443b6391d5	Wadapoilwa na kiseko chake.	en	sc-different-language
57152d37e6c6ef8f2f979d74193100c9b3202b56a2383064f67c345405d6a5d4	tos kimekwon anai kine kotomo atou mung'aretab marakwek	en	sc-different-language
57bfb728bdc1ca333d4b057451b1a5daa4373bea114dc95d42cb1eb62e83239b	Wodelaswa ni saka.	en	sc-different-language
5817618a64f919796694ba5aa54123e8c492a561d16b9c9472c54c59d5fc6476	W'eka na choro cheketi.	en	sc-different-language
58243bfb6970e143c544b0da98686bc372b7e803d299636d761e83c9afa4269f	Churienyi vindo mghenyi waw'echa.	en	sc-different-language
